date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:56:01	485505/485505	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:38%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-02.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-02.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:02%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/appointment/appoinment-bg.png	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/appointment/appoinment-bg.png	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:04	417518/417518	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:39%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-04.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-04.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:04	614773/614773	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:38%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-03.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/heide-03.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:04	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:03%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img1.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img1.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:04%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img2.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img2.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:05%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img3.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img3.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:07	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:06%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img4.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img4.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:07%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img5.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img5.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:08%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/services/service-img6.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/services/service-img6.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:10	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:09%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/consultancy/consultancy-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/consultancy/consultancy-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:10%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/insurance-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/insurance-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:13	472979/472979	---M--	200	added ('OK')	image/jpeg	date:Thu,%2024%20Feb%202022%2014:11:02%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/index-spoed.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/index-spoed.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:14	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:12%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/prescription/prescription-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/prescription/prescription-bg.55.delayed	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:15	29406/29406	---M--	200	added ('OK')	image/jpeg	date:Wed,%2031%20Jan%202024%2009:55:09%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/quin-index.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/quin-index.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:16	69908/69908	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jul%202023%2010:22:17%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/bg/urinecontrole.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/bg/urinecontrole.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:16%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/case-study/case-study-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/case-study/case-study-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:17%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/serve/serve-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/serve/serve-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:18%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/serve/serve-img.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/serve/serve-img.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:21	266299/266299	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:34%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/faq-img.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/faq-img.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:21	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:20%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img.5c.delayed	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:22	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:21%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img2.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img2.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:23	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:22%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img3.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/blog/blog-img3.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:24	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:23%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/testimonials/testimonials-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/testimonials/testimonials-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:25	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:24%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/brand/brand-bg.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/brand/brand-bg.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:26	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:25%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/subscribe-img/subscribe-img.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/subscribe-img/subscribe-img.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:27	28493/28493	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2008:25:30%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/footer-bg.png	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/footer-bg.png	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:28	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2021%20May%202024%2014:56:27%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/inner-banner/inner-banner-11.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/inner-banner/inner-banner-11.jpg	(from https://www.huisartsenpraktijkrolde.nl/assets/css/style.css)
16:56:30	726235/726235	---M--	200	added ('OK')	application/pdf	date:Fri,%2008%20Jul%202022%2010:04:25%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/inschrijfformulier-huisartsenpraktijk-rolde.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/inschrijfformulier-huisartsenpraktijk-rolde.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:31	209694/209694	---M--	200	added ('OK')	application/pdf	date:Fri,%2008%20Jul%202022%2008:16:04%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/inschrijfformulier-passant-huisartsenpraktijk-rolde.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/inschrijfformulier-passant-huisartsenpraktijk-rolde.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:32	236505/236505	---M--	200	added ('OK')	application/pdf	date:Fri,%2028%20Jan%202022%2008:25:40%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/inzage-afschrift-correctie-medische-gegevens.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/inzage-afschrift-correctie-medische-gegevens.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:33	204051/204051	---M--	200	added ('OK')	application/pdf	date:Fri,%2028%20Jan%202022%2008:25:40%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/toestemming-voor-delen-van-medische-informatie-met-derden.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/toestemming-voor-delen-van-medische-informatie-met-derden.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:34	355345/355345	---M--	200	added ('OK')	application/pdf	date:Fri,%2028%20Jan%202022%2008:25:40%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/wilsverklaring-levenstestament-euthanasieverklaring.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/wilsverklaring-levenstestament-euthanasieverklaring.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:35	198532/198532	---M--	200	added ('OK')	application/pdf	date:Fri,%2028%20Jan%202022%2008:25:41%20GMT	https://www.huisartsenpraktijkrolde.nl/downloads/uitschrijfformulier-huisartsenpraktijk-rolde.pdf	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/downloads/uitschrijfformulier-huisartsenpraktijk-rolde.pdf	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-formulieren.php)
16:56:35	47866/47866	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:33%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/over-ons.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/over-ons.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-over-ons.php)
16:56:36	17525/17525	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2008:25:40%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/medewerkers/template.png	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/medewerkers/template.png	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-medewerkers.php)
16:56:37	21545/21545	---M-Z	200	added ('OK')	text/html	date:Tue,%2021%20May%202024%2014:56:36%20GMT	https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-huisarts-io.php	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-huisarts-io.html	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-medewerkers.php)
16:56:38	30873/30873	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:33%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/mijngezondeheidnet.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/mijngezondeheidnet.jpg	(from https://www.huisartsenpraktijkrolde.nl/mijngezondheidnet.php)
16:56:39	5020/5020	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_691984198.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_691984198.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:40	4280/4280	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1080317963.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1080317963.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:41	7111/7111	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_2038814411.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_2038814411.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:42	4864/4864	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1907021446.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1907021446.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:43	9055/9055	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1488343799.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1488343799.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:45	7144/7144	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1348222649.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_1348222649.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:45	7660/7660	---M--	200	added ('OK')	image/jpeg	date:Fri,%2028%20Jan%202022%2008:25:37%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_2044934987.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_2044934987.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
16:56:46	5699/5699	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20Sep%202022%2010:44:21%20GMT	https://www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_173815904.jpg	/Users/davidammeraal/Documents/workspace/rolde-website/www.huisartsenpraktijkrolde.nl/assets/img/shutterstock/shutterstock_173815904.jpg	(from https://www.huisartsenpraktijkrolde.nl/huisartsenpraktijk-rolde-disclaimer.php)
